ACADEMIC YEAR , SEM, COURSE NAME , COURSE TITLE , DEPT , INSTRUCTOR NAME, REGIST, DETAILS
2006-07 , 1 ,AE602 ,MATHEMATICS FOR AEROSPACE ENGG. , AE ,T K SENGUPTA,0
2006-07 , 1 ,AE610 ,AERODYNAMICS-I , AE ,S MITTAL,0
2006-07 , 2 ,AE612 ,AERODYNAMICS II , AE ,E RATHA KRISHNAN,0
2006-07 , 2 ,AE615 ,ADVANCED COMPUTATIONAL METHODS IN CFD , AE ,T K SENGUPTA,0
2006-07 , 2 ,AE618 ,FINITE ELEMENT METHODS FOR FLUID DYNAMICS , AE ,S MITTAL,0
2006-07 , 1 ,AE627 ,ADVANCES IN TURBULENT SHEAR FLOWS , AE ,D DAS,0
2006-07 , 2 ,AE629 ,ADVANCES IN WIND ENERGY CONVERSION , AE ,K GHOSH,0
2006-07 , 2 ,AE641 ,SPACE DYNAMICS-I , AE ,A TEWARI,0
2006-07 , 1 ,AE647 ,FLIGHT DYNAMICS , AE ,A K GHOSH,0
2006-07 , 2 ,AE648 ,FLIGHT STABILITY AND CONTROL , AE ,A K GHOSH,0
2006-07 , 1 ,AE651 ,APPLIED COMBUSTION , AE ,D P MISHRA,0
2006-07 , 1 ,AE652 ,AIRCRAFT PROPULSION , AE ,R K SULLERY,0
2006-07 , 2 ,AE653 ,THERMAL TURBOMACHINERY , AE ,R K SULLEREY,0
2006-07 , 2 ,AE657 ,AIRBREATHING MISSILE PROPULSION , AE ,D P MISHRA,0
2006-07 , 1 ,AE670 ,AEROSPACE STRUCTURAL ANALYSIS - I , AE ,M SIVASAMBU,0
2006-07 , 1 ,AE681 ,COMPOSITE MATERIALS , AE ,C S UPADHYAY,0
2006-07 , 2 ,AE685 ,DETERMINISTIC & RANDOM VIBRATION , AE ,D YADAV,0
2006-07 , 1 ,AE686 ,HELICOPTER THEORY : DYNAMICS AND AEROELASTICITY , AE ,C VENKATESAN,0
2006-07 , 2 ,AE687 ,AEROSPACE STRUC ANALYSIS II , AE ,V K GUPTA,0
2006-07 , 2 ,AE688 ,DYNAMICS AND VIBRATION , AE ,C  VENKATESAN,0
2006-07 , 2 ,AE689 ,SMART STRUCTURES , AE ,C VENKATESAN,0
2006-07 , 1 ,AE692 ,INTRODUCTION TO BOUNDARY ELEMENT METHOD , AE ,S KAMLE,0
2006-07 , 2 ,AE698 ,INTRO TO VIRTUAL INSTRUMENTATION , AE ,K PODDAR,0
2006-07 , 2 ,AE699 ,M TECH THESIS , AE ,"CONVENOR, DPGC",0
2006-07 , 1 ,AE699 ,M TECH THESIS , AE ,CONVENOR DPGC,0
2006-07 , 3 ,AE699 ,M TECH THESIS , AE ,CONVENOR DPGC,0
2006-07 , 2 ,AE699. ,M TECH THESIS (FOR DUAL DEGREE ONLY) , AE ,"CONVENOR, DUGC",0
2006-07 , 3 ,AE699. ,M TECH THESIS (FOR DUAL DEGREE ONLY) , AE ,CONVENOR DUGC,0
2006-07 , 2 ,AE701 ,NONLINEAR FINITE ELEMENT METHOD , AE ,C S UPADHYAY,0
2006-07 , 2 ,AE799 ,PHD THESIS , AE ,"CONVENOR, DPGC",0
2006-07 , 1 ,AE799 ,PHD THESIS , AE ,CONVENOR DPGC,0
2006-07 , 3 ,AE799 ,PHD THESIS , AE ,CONVENOR DPGC,0
2006-07 , 1 ,ART101 ,INTRODUCTION TO INDIAN ART AND CIVILIZATION , HSS ,AMIT RAY,0
2006-07 , 2 ,ART103 ,INTRODUCTION TO WESTERN ART , HSS ,SATYAKI ROY,0
2006-07 , 1 ,ART402 ,MODERN ART , HSS ,KAUMADI PATIL,0
2006-07 , 2 ,ART404 ,ENGINEERING DESIGN - AN ART , HSS ,AMIT RAY,0
2006-07 , 1 ,ART410 ,VIDEO PRODUCTION - THEORY & PRACTICE , HSS ,SATYAKI ROY,0
2006-07 , 2 ,AE100 ,INTRODUCTION TO PROFESSION , AE ,T K SENGUPTA,0
2006-07 , 2 ,BSE100 ,INTRODUCTION TO BIOLOGICAL SCIENCES &amp; BIOENGG. , BSBE ,A PAL,0
2006-07 , 1 ,BSE211 ,CELLULAR AND ORGANISMAL BIOLOGY , BSBE ,PRADIP SINHA,0
2006-07 , 2 ,BSE212 ,MOLECULAR BIOLOGY , BSBE ,JONAKI SEN,0
2006-07 , 2 ,BSE214 ,BIOMECHANICS , BSBE ,A PAL,0
2006-07 , 2 ,BSE216 ,BIOCHEMISTRY , BSBE ,A BANDYOPADHYAY,0
2006-07 , 2 ,BSE292 ,BSBE LAB-I MOLECUTAR BIOLOGY , BSBE ,P SINHA,0
2006-07 , 2 ,BSE314 ,BIOMECHANICS , BSBE ,A PAL,0
2006-07 , 2 ,BSE322 ,STRUCTURAL BIOLOGY &amp; BIOINFORMATICS , BSBE ,R SANKARARAMAKRISHNAN,0
2006-07 , 1 ,BSE323 ,PROTEIN STRUCTURE AND ENGINEERING , BSBE ,BALAJI PRAKASH,0
2006-07 , 1 ,BSE341 ,BIOCHEMICAL ENGINEERING , BSBE ,ASHOK KUMAR,0
2006-07 , 1 ,BSE391 ,BSBE LAB-II BIOCHEMISTRY &amp; BIOCHEM. ENGG. , BSBE ,ASHOK KUMAR,0
2006-07 , 2 ,BSE392 ,BSBE LAB III STRUCTURAL BIOL. &amp; BIOINFORMATICS , BSBE ,B PRAKASH,0
2006-07 , 1 ,BSE611 ,INTRODUCTION TO MODERN BIOLOGY , BSBE ,S GANESH,0
2006-07 , 1 ,BSE612 ,MATHEMATICS &amp; STATISTICS FOR BIOLOGISTS , BSBE ,BALAJI PRAKASH,0
2006-07 , 1 ,BSE613 ,CELL &amp; MOLECULAR BIOLOGY , BSBE ,K SUBRAMANIAM,0
2006-07 , 1 ,BSE617 ,INTRODUCTION TO BIOENGINEERING , BSBE ,DHIRENDRA S KATTI,0
2006-07 , 2 ,BSE631 ,DEVELOPMENTAL BIOLOGY II , BSBE ,P SINHA,0
2006-07 , 1 ,BSE632 ,STRUCTURAL BIOLOGY &amp; BIOPHYSICS , BSBE ,R SANKARARAMAKRISHNAN,0
2006-07 , 2 ,BSE634 ,FUNCTIONAL GENOMICS , BSBE ,K SUBRAMANIAM,0
2006-07 , 2 ,BSE636 ,HUMAN MOLECULAR GENETICS , BSBE ,S GANESH,0
2006-07 , 2 ,BSE638 ,STRUCTURAL BASIS OF PROTEIN FUNCTION , BSBE ,COURSE DROP,0
2006-07 , 2 ,BSE641 ,BIOLOGY LAB , BSBE ,D S KATTI,0
2006-07 , 2 ,BSE652 ,TISSUE ENGINEERING , BSBE ,D S KATTI,0
2006-07 , 1 ,BSE671 ,RESEARCH METHODS IN BIOLOGICAL SCIENCES , BSBE ,"CONVENOR, DPGC",0
2006-07 , 2 ,BSE681 ,SPECIAL TOPICS IN BIOLOGICAL SCIENCES &amp; BIOENGINEERING , BSBE ,D S KATTI,0
2006-07 , 1 ,BSE681 ,SPECIAL TOPICS IN BIOLOGICAL SCIENCES &amp; BIOENGINEERING , BSBE ,"CONVENOR, DPGC",0
2006-07 , 2 ,BSE699 ,M.TECH THESIS , BSBE ,"CONVENOR, DPGC",0
2006-07 , 1 ,BSE699 ,M.TECH THESIS , BSBE ,CONVENOR DUGC,0
2006-07 , 2 ,BSE701 ,SEMINAR , BSBE ,"CONVENOR, DPGC",0
2006-07 , 2 ,BSE702 ,SEMINAR , BSBE ,"CONVENOR, DPGC",0
2006-07 , 2 ,BSE799 ,PHD THESIS , BSBE ,"CONVENOR, DPGC",0
2006-07 , 1 ,BSE799 ,PHD THESIS , BSBE ,CONVENOR DPGC,0
2006-07 , 2 ,CE100 ,INTRODUCTION TO PROFESSION , CE ,R P SINGH,0
2006-07 , 2 ,CE222 ,STRUTURAL ANALYSIS , CE ,V K GUPTA,0
2006-07 , 2 ,CE242 ,ENGINEERING GEOSCIENCES , CE ,R P SINGH,0
2006-07 , 1 ,CE251 ,CONSTRUCTION MATERIALS , CE ,SUDHIR MISHRA,0
2006-07 , 2 ,CE312 ,HYDRAULIC ENGINEERING (COURSE DROPPED BY DEPT) , CE ,ASHU JAIN,0
2006-07 , 2 ,CE312N ,HYDRAULIC ENGINEERING , CE ,ASHU JAIN,0
2006-07 , 1 ,CE321 ,DESIGN OF STEEL STRUCTURES , CE ,ASHWINI KUMAR,0
2006-07 , 2 ,CE322 ,DESIGN OF REINFORCED CONCRETE STRUCTURES , CE ,S K CHAKRABARTI,0
2006-07 , 1 ,CE331 ,SOIL MECHANICS , CE ,AMIT PRASHANT,0
2006-07 , 2 ,CE332 ,GEOTECHNICAL ENGINEERING , CE ,N R PATRA,0
2006-07 , 2 ,CE342 ,ENGINEERING APPLICATIONS OF GEOLOGIC STRUCTURES , CE ,R P SINGH,0
2006-07 , 1 ,CE361 ,ENVIRONMENTAL QUALITY &amp; POLLUTION , CE ,S N TRIPATHI,0
2006-07 , 2 ,CE362 ,WATER SUPPLY &amp; WASTWATER ENGINEERING , CE ,PURNENDU BOSE,0
2006-07 , 1 ,CE371 ,GEOINFORMATICS , CE ,ONKAR DIXIT,0
2006-07 , 2 ,CE373 ,SURVEY AND GEOLOGY CAMP , CE ,JAVED N MALIK,0
2006-07 , 2 ,CE382 ,TRANSPORTATION ENGINEERING , CE ,A DAS,0
2006-07 , 1 ,CE390 ,INDUSTRIAL TRAINING , CE ,B LOHANI,0
2006-07 , 1 ,CE411 ,ENGINEERING HYDROLOGY , CE ,P K MOHAPATRA,0
2006-07 , 1 ,CE411N ,ENGINEERING HYDROLOGY , CE ,P K MOHAPATRA,0
2006-07 , 1 ,CE421 ,STRUCTURAL DESIGN III , CE ,S K JAIN,0
2006-07 , 2 ,CE423 ,INTRODUCTION TO EARTHQUATE ENGINEERING , CE ,D C RAI,0
2006-07 , 3 ,CE434 ,CONSTITUTIVE MODELLING OF SOILS , CE ,A PRASHANT,0
2006-07 , 1 ,CE442 ,PHYSICAL AND ENVIRONMENTAL GEOLOGY , CE ,RAJIV SINHA,0
2006-07 , 1 ,CE451 ,SYSTEMS ANALYSIS IN CIVIL ENGG. , CE ,P CHAKRABORTY,0
2006-07 , 2 ,CE462 ,ENVIRONMENTAL MANAGEMENT IN INDUSTRIES , CE ,MUKESH SHARMA,0
2006-07 , 1 ,CE491 ,PROJECT-I , CE ,CONVENOR DUGC,0
2006-07 , 2 ,CE492 ,PROJECT II , CE ,BHARAT LOHANI,0
2006-07 , 1 ,CE492 ,PROJECT II , CE ,CONVENOR DUGC,0
2006-07 , 1 ,CE611 ,DISCONTINUED REG AS CE611N , CE ,P MOHAPATRA,0
2006-07 , 1 ,CE612 ,FLUID MECHANICS LABORATORY , CE ,RAJESH SRIVASTAVA,0
2006-07 , 2 ,CE614 ,STOCHASTIC HYDROLOGY , CE ,ASHU JAIN,0
2006-07 , 1 ,CE620 ,STRUCTURAL DYNAMICS , CE ,VINAY K GUPTA,0
2006-07 , 2 ,CE626 ,ADVANCED DESIGN OF REINFORCED CONCRETE STRUCTURES , CE ,S K CHAKRABARTI,0
2006-07 , 2 ,CE629 ,EARTHQUAKE ANALYSIS AND DESIGN OF STRUCTURES , CE ,S K JAIN,0
2006-07 , 2 ,CE630 ,ROCK MECHANICS , CE ,SARVESH CHANDRA,0
2006-07 , 1 ,CE631 ,DISCONTINUED , CE ,N R PATRA,0
2006-07 , 2 ,CE632 ,DISCONTINUED , CE ,N R PATRA,0
2006-07 , 2 ,CE637 ,CONSTITUTIVE MODELING OF FRICTIONAL MATERIALS , CE ,AMIT PRASHANT,0
2006-07 , 1 ,CE639 ,ANALYTICAL AND NUMERICAL METHODS IN GEOMECHANICS , CE ,SARVESH CHANDRA,0
2006-07 , 1 ,CE642 ,GEOLOGICAL HAZARDS , CE ,JAVED MALIK,0
2006-07 , 1 ,CE643 ,RESOURCE EXPLORATION TECHNIQUES , CE ,R P SINGH,0
2006-07 , 2 ,CE645 ,PHOTOGEOLOGY IN TERRAIN EVALUATION , CE ,JAVED  N MALIK,0
2006-07 , 2 ,CE646 ,GLOBAL CLIMATE CHANGE , CE ,RAJIV SINHA,0
2006-07 , 1 ,CE671 ,DISCONTINUED REG AS CE671N , CE ,BHARAT LOHANI,0
2006-07 , 2 ,CE672 ,MACHINE PROCESSING OF REMOTELY SENSED DATA , CE ,ONKAR DIXIT,0
2006-07 , 2 ,CE676 ,PRECISION REMOTE SENSING , CE ,BHARAT LOHANI,0
2006-07 , 1 ,CE677 ,DISCOUNTIUE REG AS CE677N , CE ,ONKAR DIXIT,0
2006-07 , 2 ,CE681 ,ANALYSIS AND DESIGN OF PAVEMENT SYSTEMS , CE ,ANIMESH DAS,0
2006-07 , 2 ,CE682 ,ANALYSIS AND DESIGN OF TRANSPORTATION INFRASTRUCTURE , CE ,P CHAKRABORTY,0
2006-07 , 1 ,CE683 ,TRAFFIC ENGINEERING , CE ,P CHAKRABARTY,0
2006-07 , 1 ,CE688 ,AIRPORT SYSTEMS PLANNING AND DESIGN , CE ,ANIMESH DAS,0
2006-07 , 2 ,CE699 ,M. TECH THESIS , CE ,"CONVENOR, DPGC",0
2006-07 , 1 ,CE699 ,M. TECH THESIS , CE ,CONVENOR DPGC,0
2006-07 , 3 ,CE699 ,M. TECH THESIS , CE ,CONVENOR DPGC,0
2006-07 , 2 ,CE717 ,GROUNDWATER HYDROLOGY &amp; POLLUTANT TRANSPORT , CE ,BITHIN DUTTA,0
2006-07 , 1 ,CE722 ,THEORY OF PLATES AND SHELLS , CE ,S K CHAKRABARTI,0
2006-07 , 2 ,CE799 ,PHD THESIS , CE ,"CONVENOR, DPGC",0
2006-07 , 1 ,CE799 ,PHD THESIS , CE ,CONVENOR DPGC,0
2006-07 , 2 ,CHE100 ,INTRODUCTION TO PROFESSION , CHE ,D KUNZRU,0
2006-07 , 2 ,CHE211 ,FLUID MECHANICS , CHE ,A SHARMA,0
2006-07 , 2 ,CHE221 ,CHEMICAL ENGINEERING THERMODYNAMICS , CHE ,G DEO,0
2006-07 , 1 ,CHE251 ,CHEMICAL PROCESS CALCULATION , CHE ,J K SINGH,0
2006-07 , 1 ,CHE312 ,HEAT AND MASS  TRANSFER , CHE ,R P CHHABRA,0
2006-07 , 2 ,CHE313 ,SEPARATION PROCESSES , CHE ,V SHANKAR,0
2006-07 , 1 ,CHE331 ,CHEMICAL REACTION ENGINEERING , CHE ,D KUNZRU,0
2006-07 , 1 ,CHE361 ,CHEMICAL PROCESS INDUSTRIES , CHE ,A GHATAK,0
2006-07 , 2 ,CHE362 ,BIOCHEMICAL ENGINEERING , CHE ,S GARG,0
2006-07 , 2 ,CHE381 ,PROCESS DYNAMICS AND CONTROL , CHE ,S K GUPTA,0
2006-07 , 2 ,CHE391 ,UNIT OPERATION LABORATORY-I , CHE ,D KUNZRU,0
2006-07 , 1 ,CHE452 ,COMPUTER APPLICATIONS IN CHEMICAL ENGG. , CHE ,A KHANNA,0
2006-07 , 3 ,CHE452 ,COMPUTER APPLICATIONS IN CHEMICAL ENGG. , CHE ,ASHOK KHANNA,0
2006-07 , 2 ,CHE453 ,CHEMICAL ENGINEERING DESIGN , CHE ,N KAISTHA,0
2006-07 , 2 ,CHE463 ,ELECTRONIC POLYMERIC &amp; CERAMIC MATERIALS &amp; PROCESSING , CHE ,ANIL KUMAR,0
2006-07 , 1 ,CHE492 ,UNIT OPERATION LAB II , CHE ,R BANDYOPADHYAYA,0
2006-07 , 2 ,CHE494 ,SUMMER IN-PLANT TRAINING , CHE ,J P GUPTA,0
2006-07 , 1 ,CHE494 ,SUMMER IN-PLANT TRAINING , CHE ,P K BHATTACHARYA,0
2006-07 , 1 ,CHE495 ,PROJECT-I , CHE ,P K BHATTACHARYA,0
2006-07 , 2 ,CHE496 ,PROJECT II , CHE ,P K BHATTACHARYA,0
2006-07 , 1 ,CHE611 ,TRANSPORT PHENOMENA , CHE ,Y JOSHI,0
2006-07 , 1 ,CHE612 ,SCIENCE &amp; TECHNOLOGY OF DRUGS , CHE ,A KUMAR,0
2006-07 , 2 ,CHE616 ,MODELLING AND SIMULATION OF SEPARATION PROC. , CHE ,A KHANNA,0
2006-07 , 1 ,CHE618 ,NEW SEPARATION PROCESSES , CHE ,P K BHATTACHARYA,0
2006-07 , 2 ,CHE621 ,THERMODYNAMICS , CHE ,Y JOSHI,0
2006-07 , 2 ,CHE622 ,INTRODUCTION TO MOLECULAR SIMULATIONS , CHE ,J K SINGH,0
2006-07 , 2 ,CHE631 ,CHEMICAL REACTION ENGINEERING , CHE ,N VERMA,0
2006-07 , 1 ,CHE633 ,PRINCIPLES OF HETEROGENEOUS CATALYSIS , CHE ,G DEO,0
2006-07 , 1 ,CHE642 ,NUMERICAL METHODS IN CHEMICAL ENGINEERING , CHE ,S GARG,0
2006-07 , 1 ,CHE645 ,MODELLING AND SIMULATION IN CHEMICAL ENGINEERING , CHE ,R BANDYOPADHYAYA,0
2006-07 , 1 ,CHE652 ,OPTIMIZATION , CHE ,S K GUPTA,0
2006-07 , 2 ,CHE658 ,CHEMICAL PLANT SAFETY &amp; HAZARD ASSESSMENT , CHE ,J P GUPTA,0
2006-07 , 2 ,CHE662 ,PETROLEUM REFINERY ENGINEERING , CHE ,D KUNZRU,0
2006-07 , 2 ,CHE671 ,REACTION ENGINEERING OF POLYMERS , CHE ,A KUMAR,0
2006-07 , 1 ,CHE672 ,PRINCIPLES OF POLYMER PROCESSING , CHE ,G N MATHUR,0
2006-07 , 1 ,CHE677 ,INTRODUCTION TO POLYMER PHYSICS AND RHEOLOGY , CHE ,V SHANKAR,0
2006-07 , 2 ,CHE678 ,MECHANICS OF SOFT MATERIALS , CHE ,A GHATAK,0
2006-07 , 3 ,CHE679 ,SPECIAL TOPICS , CHE ,G N MATHUR,0
2006-07 , 1 ,CHE681 ,ADVANCED PROCESS DYNAMICS &amp; CONTROL , CHE ,N KAISTHA,0
2006-07 , 2 ,CHE699 ,M TECH THESIS , CHE ,"CONVENOR, DPGC",0
2006-07 , 1 ,CHE699 ,M TECH THESIS , CHE ,CONVENOR DPGC,0
2006-07 , 3 ,CHE699 ,M TECH THESIS , CHE ,CONVENOR DPGC,0
2006-07 , 2 ,CHE699. ,M TECH THESIS (FOR DUAL DEGREE ONLY) , CHE ,"CONVENOR, DUGC",0
2006-07 , 3 ,CHE699. ,M TECH THESIS (FOR DUAL DEGREE ONLY) , CHE ,CONVENOR DUGC,0
2006-07 , 1 ,CHE701 ,M. TECH. SEMINAR , CHE ,S PANDA,0
2006-07 , 2 ,CHE702 ,M TECH SEMINAR , CHE ,P APTE,0
2006-07 , 2 ,CHE799 ,PHD THESIS , CHE ,"CONVENOR, DPGC",0
2006-07 , 1 ,CHE799 ,PHD THESIS , CHE ,CONVENOR DPGC,0
2006-07 , 1 ,CHE801 ,PHD SEMINAR , CHE ,S PANDA,0
2006-07 , 2 ,CHE802 ,PHD SEMINAR , CHE ,P APTE,0
2006-07 , 2 ,CHM100 ,INTRODUCTION TO PROFESSION , CHM ,M L N RAO,0
2006-07 , 2 ,CHM101N ,CHEMISTRY LAB , CHM ,V CHANRASEKHAR,0
2006-07 , 1 ,CHM101N ,CHEMISTRY LAB , CHM ,B D GUPTA,0
2006-07 , 1 ,CHM201N ,CHEMISTRY , CHM ,V K YADAV,0
2006-07 , 3 ,CHM201N ,CHEMISTRY , CHM ,A CHANDRA,0
2006-07 , 2 ,CHM201R ,GENERAL CHEMISTRY , CHM ,J N MOORTHY,0
2006-07 , 1 ,CHM205 ,INDUSTRIAL ORGANIC CHEMISTRY , CHM ,F A KHAN,0
2006-07 , 2 ,CHM222 ,BASIC PHYSICAL CHEMISTRY , CHM ,P GUPTABHAYE,0
2006-07 , 1 ,CHM301 ,BASIC ORGANIC CHEMISTRY-I , CHM ,H ILA,0
2006-07 , 2 ,CHM302 ,BASIC ORGANIC CHEMISTRY II , CHM ,R GURUNATH,0
2006-07 , 2 ,CHM341 ,BASIC INORGANIC CHEMISTRY , CHM ,G ANANTHARAMAN,0
2006-07 , 2 ,CHM343 ,INORGANIC CHEMISTRY LAB , CHM ,S SARKAR,0
2006-07 , 1 ,CHM401 ,ORGANIC CHEMISTRY I , CHM ,M K GHORAI,0
2006-07 , 2 ,CHM402 ,ORGANIC CHEMISTRY II , CHM ,Y D VANKAR,0
2006-07 , 2 ,CHM404 ,ORGANIC CHEMISTRY LAB. , CHM ,M L N RAO,0
2006-07 , 1 ,CHM421 ,PHYSICAL CHEMISTRY I , CHM ,A CHANDRA,0
2006-07 , 2 ,CHM422 ,PHYSICAL CHEMISTRY , CHM ,S MANOGARAN,0
2006-07 , 1 ,CHM423 ,PHYSICAL CHEMISTRY LAB , CHM ,N S GAJBHIYE,0
2006-07 , 1 ,CHM441 ,INORGANIC CHEMISTRY I , CHM ,G ANANTHARAMAN,0
2006-07 , 2 ,CHM442 ,INORGANIC CHEMSTRY II , CHM ,B D GUPTA,0
2006-07 , 2 ,CHM443 ,INORGANIC CHEMISTRY LAB , CHM ,S P RATH,0
2006-07 , 2 ,CHM481 ,BIOSYSTEMS , CHM ,S VERMA,0
2006-07 , 1 ,CHM481 ,BIOSYSTEMS , CHM ,S VERMA,0
2006-07 , 3 ,CHM481 ,BIOSYSTEMS , CHM ,P GUPTA BHAYA,0
2006-07 , 1 ,CHM503 ,ORGANIC PREPARATION LAB , CHM ,V K SINGH,0
2006-07 , 1 ,CHM521 ,MATHEMATICS FOR CHEMISTRY , CHM ,K SRIHARI,0
2006-07 , 1 ,CHM600 ,MATHEMATICS FOR CHEMISTRY , CHM ,K SRIHARI,0
2006-07 , 2 ,CHM602 ,ADVANCED ORGANIC CHEMISTRY II , CHM ,V K YADAV,0
2006-07 , 1 ,CHM609 ,PRINCIPALES OF ORGANIC CHEMISTRY , CHM ,Y D VANKAR,0
2006-07 , 1 ,CHM611 ,PHYSICAL ORGANIC CHEMISTRY , CHM ,R GURUNATH,0
2006-07 , 2 ,CHM612 ,FRONTIERS IN ORGANIC CHEMISTRY , CHM ,V K SINGH,0
2006-07 , 1 ,CHM614 ,ORGANIC PHOTOCHEMISTRY , CHM ,J N MOORTHY,0
2006-07 , 1 ,CHM616 ,CHEMISTRY OF ORGANOMETALLIC COMPOUNDS , CHM ,M L N RAO,0
2006-07 , 1 ,CHM621 ,CHEMICAL BINDING , CHM ,N SATHYAMURTHY,0
2006-07 , 1 ,CHM629 ,PRINCIPLES OF PHYSICAL CHEMISTRY , CHM ,P GUPTABHAYA,0
2006-07 , 2 ,CHM631 ,APPLICATIONS OF MODERN INSTRUMENTAL METHODS , CHM ,J K BERA,0
2006-07 , 1 ,CHM646 ,BIO-INORGANIC CHEMISTRY , CHM ,S P RATH,0
2006-07 , 1 ,CHM649 ,PRINCIPALES OF INORGANIC CHEMISTRY , CHM ,R N MUKHERJEE,0
2006-07 , 2 ,CHM651 ,CRYSTAL AND MOLECULAR STRUCTURE DETERMINATION , CHM ,P K BHARADWAJ,0
2006-07 , 1 ,CHM654 ,SUPRAMOLECULAR CHEMISTRY , CHM ,P K BHARADWAJ,0
2006-07 , 2 ,CHM662 ,CHEMISTRY OF NATURAL PRODUCTS , CHM ,F A KHAN,0
2006-07 , 1 ,CHM664 ,MODERN PHYSICAL METHODS IN CHEMISTRY , CHM ,S MANOGARAN,0
2006-07 , 1 ,CHM668 ,ADVANCED MAIN GROUP CHEMISTRY , CHM ,V CHANDRASEKHAR,0
2006-07 , 1 ,CHM678 ,SUPRAMOLECULAR CHEMISTRY , CHM ,"CONVENOR, DPGC",0
2006-07 , 2 ,CHM679 ,MOLECULAR REACTION DYNAMICS , CHM ,M SATHYAMURTHY,0
2006-07 , 2 ,CHM685 ,MOLECULE RADIATION INTERACTION , CHM ,K SRIHARI,0
2006-07 , 1 ,CHM687 ,CHEMISTRY OF POLYHEDRAL CLUSTERS &amp; METAL-METAL MULTIPLE BONDED , CHM ,S SARKAR,0
2006-07 , 2 ,CHM691 ,FRONTIERS IN INORGANIC CHEMISTRY , CHM ,R N MUKHERJEE,0
2006-07 , 1 ,CHM691 ,FRONTIERS IN INORGANIC CHEMISTRY , CHM ,"CONVENOR, DPGC",0
2006-07 , 2 ,CHM695 ,MOLECULAR MODELLING IN CHEMISTRY , CHM ,A CHANDRA,0
2006-07 , 2 ,CHM696 ,QUANTUM COMPUTING , CHM ,D GOSWAMI,0
2006-07 , 1 ,CHM698 ,CHEMISTRY OF DRUG DESIGN AND METABOLISM , CHM ,S VERMA,0
2006-07 , 2 ,CHM700 ,PROJECT , CHM ,CONVENOR DUGC,0
2006-07 , 1 ,CHM700 ,PROJECT , CHM ,CONVENOR DUGC,0
2006-07 , 2 ,CHM700. ,PROJECT , CHM ,CONVENOR DUGC                          1,0
2006-07 , 2 ,CHM799 ,RESEARCH , CHM ,CONVENOR DPGC,0
2006-07 , 1 ,CHM799 ,RESEARCH , CHM ,CONVENOR DPGC,0
2006-07 , 2 ,CHM800 ,GENERAL SEMINAR , CHM ,"CONVENOR, DPGC",0
2006-07 , 1 ,CHM800 ,GENERAL SEMINAR , CHM ,CONVENOR DPGC,0
2006-07 , 1 ,CHM800A ,GENERAL SEMINAR , CHM ,CONVENOR DUGC,0
2006-07 , 2 ,CHM800D ,GENERAL SEMINAR , CHM ,CONVENOR DUGC,0
2006-07 , 2 ,CHM801 ,GRADUATE SEMINAR , CHM ,"CONVENOR, DPGC",0
2006-07 , 1 ,CHM801 ,GRADUATE SEMINAR , CHM ,CONVENOR DPGC,0
2006-07 , 1 ,CHM801A ,GRADUATE SEMINAR , CHM ,CONVENOR DUGC,0
